brand,model,year,mileage,engine,engine_size,transmission,automatic_transmission,fuel_type,drivetrain,min_mpg,max_mpg,damaged,first_owner,personal_using,turbo,alloy_wheels,adaptive_cruise_control,navigation_system,power_liftgate,backup_camera,keyless_start,remote_start,sunroof/moonroof,automatic_emergency_braking,stability_control,leather_seats,memory_seat,third_row_seating,apple_car_play/android_auto,bluetooth,usb_port,heated_seats,interior_color,exterior_color,price
Toyota,Corolla Hatchback SE,2022,14518,2.0L I4 16V PDI DOHC,2,Automatic CVT,1,Gasoline,Front-wheel Drive,32,41,0,1,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,Black,Finish Line Red / Midnight Black Metallic,25299
Toyota,Tacoma TRD Pro,2021,21838,3.5L V6 24V PDI DOHC,3.5,6-Speed Automatic,1,Gasoline,Four-wheel Drive,18,22,0,1,1,0,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,0,1,Black,Magnetic Gray Metallic,50901
Maserati,Quattroporte S Q4,2018,36475,3.0L V6 24V GDI DOHC Twin Turbo,3,8-Speed Automatic,1,Gasoline,Four-wheel Drive,15,25,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,Cuoio,Bianco,44995
Toyota,Prius Three,2015,163099,Engine: 1.8L 4-Cylinder DOHC 16V VVT-i -inc: Eco/Power/EV drive,1.8,,0,Hybrid,Front-wheel Drive,48,51,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gray,White,11290
MINI,Cooper Base (M5),2004,157952,1.6L I4 16V MPFI SOHC,1.6,Automatic CVT,1,Gasoline,Front-wheel Drive,24,33,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,3995
FIAT,500X Pop,2019,25357,1.3L I4 16V GDI SOHC Turbo,1.3,9-Speed Automatic,1,Gasoline,Four-wheel Drive,24,30,0,1,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,1,1,0,Black,White,21998
FIAT,124 Spider Lusso,2017,26899,1.4L I4 16V MPFI SOHC Turbo,1.4,6-Speed Automatic,1,Gasoline,Rear-wheel Drive,26,35,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1,Saddle,Grigio Moda Meteor Gray,21992
Maserati,Ghibli Base,2017,56708,"3L V-6 gasoline direct injection, DOHC, variable valve control,",3,Automatic,1,Gasoline,Rear-wheel Drive,16,24,1,0,1,0,1,0,1,0,1,1,0,1,1,1,0,1,0,1,1,1,1,Blu,Bianco,27790
Mazda,Mazda6 i Touring,2014,62820,2.5L I4 16V GDI DOHC,2.5,6-Speed Automatic,1,Gasoline,Front-wheel Drive,21,28,1,1,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,Black,Blue Reflex Mica,14990
MINI,Cooper,2010,81161,1.6L I4 16V MPFI DOHC,1.6,6-Speed Manual,0,Gasoline,Front-wheel Drive,28,35,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Black,White,8995
Porsche,718 Cayman GT4,2022,725,4.0L H6 24V GDI DOHC,4,7-Speed Automatic with Auto-Shift,1,Gasoline,Rear-wheel Drive,17,22,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,Black,Irish Green,159995
Jeep,Wrangler Unlimited Sport,2017,29331,3.6L V6 24V MPFI DOHC,3.6,6-Speed Manual,0,Gasoline,Four-wheel Drive,,,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Black,Bright White Clearcoat,30280
Lexus,NX 300h Base,2019,18786,2.5L I4 16V MPFI DOHC Hybrid,2.5,Automatic CVT,1,Hybrid,Four-wheel Drive,38,41,1,1,0,0,1,1,1,0,1,1,0,1,0,1,1,0,0,1,1,1,0,Black,Eminent White Pearl,34595
Mercedes-Benz,AMG E 63 S 4MATIC,2018,21658,"AMG 4L V-8 gasoline direct injection, DOHC, variable valve contr",,Automatic,1,Gasoline,Four-wheel Drive,28,42,0,,1,0,1,0,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,,,63585
Kia,Optima Hybrid EX,2016,38106,2.4L I4 16V MPFI DOHC Hybrid,2.4,6-Speed Automatic,1,Hybrid,Front-wheel Drive,21,29,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,1,0,0,1,1,0,Beige,Aurora Black,15498
Toyota,Tundra SR5,2019,39180,5.7L V8 32V MPFI DOHC,5.7,6-Speed Automatic,1,Gasoline,Four-wheel Drive,13,17,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,Black,White,49900
FIAT,500 Pop,2014,75312,1.4L I4 16V MPFI SOHC,1.4,6-Speed Automatic,1,Gasoline,Front-wheel Drive,31,40,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Avorio (Ivory),Granite Crystal,8995
Mitsubishi,Outlander Sport 2.0 ES,2020,29768,2.0L I4 16V MPFI DOHC,2,Automatic CVT,1,Gasoline,Four-wheel Drive,33,40,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,Black,White,20288
Lexus,NX 350 Premium,2022,1799,2.4L I4 16V PDI DOHC Turbo,2.4,Automatic,1,Gasoline,Four-wheel Drive,13,18,0,1,1,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,Black,Black,49998
Volvo,S90 Recharge Plug-In Hybrid T8 Inscription,2021,26284,2.0L I4 16V GDI DOHC Hybrid,2,8-Speed Automatic,1,Hybrid,Four-wheel Drive,,,1,1,1,0,1,1,1,0,0,1,1,1,0,1,1,1,0,0,1,0,1,Amber,Platinum Gray Metallic,53973
FIAT,500 Pop,2015,68149,1.4L I4 16V MPFI SOHC,1.4,6-Speed Automatic,1,Gasoline,Front-wheel Drive,31,40,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Nero,Bianco White,8995
Nissan,Titan PRO-4X,2020,31480,5.6L V8 32V GDI DOHC,5.6,9-Speed Automatic,1,Gasoline,Four-wheel Drive,15,21,0,1,0,0,1,1,1,0,1,1,1,0,1,1,0,1,0,0,1,1,1,Black,Gray,43990
Mercedes-Benz,E-Class E 300,2019,28699,2.0L I4 16V GDI DOHC Turbo,2,9-Speed Automatic,1,Gasoline,Four-wheel Drive,17,23,1,0,0,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0,1,0,0,Brown,Polar White,37182
Mercedes-Benz,Maybach S 650 Base,2019,30254,6.0L V12 36V MPFI SOHC Twin Turbo,6,7-Speed Automatic,1,Gasoline,Rear-wheel Drive,17,26,0,0,1,1,1,1,1,0,0,1,0,1,0,1,1,1,0,0,1,0,1,Black,designo Diamond White,121995
Jeep,Cherokee Latitude,2017,55377,"Tigershark MultiAir 2.4L I-4 variable valve control, engine with",2.4,Automatic,1,Gasoline,Front-wheel Drive,23,30,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,Black,Bright White Clearcoat,19994
Nissan,Sentra S,2019,20466,1.8L I4 16V MPFI DOHC,1.8,Automatic CVT,1,Gasoline,Front-wheel Drive,21,26,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,Charcoal,Cloud White,17990
Volkswagen,Golf R 2.0T w/DCC & Navigation,2018,36286,2.0L I4 16V GDI DOHC Turbo,2,7-Speed Automatic with Auto-Shift,1,Gasoline,Four-wheel Drive,17,23,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,Titan Black,Lapiz Blue Metallic,35000
Volkswagen,Tiguan 2.0T SE,2021,23625,2.0L I4 16V GDI DOHC Turbo,2,8-Speed Automatic,1,Gasoline,Front-wheel Drive,22,31,0,1,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,0,1,0,1,Black,Pure White,25993
Volkswagen,Golf GTI 2.0T S 4-Door,2018,34910,"2L I-4 gasoline direct injection, DOHC, variable valve control,",2,Automatic,1,Gasoline,Front-wheel Drive,20,24,0,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,1,Titan Black,Night Blue Metallic,26499
Toyota,bZ4X Limited,2023,248,Electric,,1-Speed Automatic,1,Electric,Four-wheel Drive,,,0,,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,Black,Wind Chill Pearl,51990
Jaguar,XF 20d R-Sport,2018,111044,2.0L I4 16V DDI DOHC Turbo Diesel,2,8-Speed Automatic,1,Diesel,Rear-wheel Drive,24,34,1,0,1,1,1,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,Brogue / Ebony,Loire Blue,20980
Chevrolet,Tahoe LT,2013,104571,5.3L V8 16V MPFI OHV,5.3,6-Speed Automatic,1,Gasoline,Four-wheel Drive,15,21,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,Ebony,Champagne Silver,17995
Land,Rover Defender ARKONIK,1992,514,6 Cylinder,,Automatic,1,Gasoline,Four-wheel Drive,21,25,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brown,Keswick Green,230000
Toyota,Prius XLE,2020,29153,1.8L I4 16V MPFI DOHC Hybrid,1.8,Automatic CVT,1,Hybrid,Four-wheel Drive,48,52,0,1,1,0,1,1,1,0,1,1,0,0,1,1,1,0,0,1,1,1,1,Moonstone,Classic Silver Metallic,29159
Porsche,Macan Base,2019,15046,2.0L I4 16V GDI DOHC Turbo,2,7-Speed Automatic with Auto-Shift,1,Gasoline,Four-wheel Drive,19,26,0,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,1,1,0,Black,Sapphire Blue Metallic,45431
Porsche,Panamera S,2014,49295,3.0L V6 24V GDI DOHC Twin Turbo,3,7-Speed Automatic with Auto-Shift,1,Gasoline,Rear-wheel Drive,,,1,0,0,1,1,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,Black,Basalt Black Metallic,33942
Lexus,RX 350L Premium,2019,35187,3.5L V6 24V PDI DOHC,3.5,8-Speed Automatic,1,Gasoline,Front-wheel Drive,19,26,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,0,1,0,1,0,1,Black,Black,38496
Volvo,S60 T6 Momentum,2019,35584,"Drive-E 2L I-4 gasoline direct injection, DOHC, variable valve c",,8-Speed Automatic,1,Gasoline,Four-wheel Drive,21,32,0,1,1,0,1,0,1,0,1,1,0,1,1,1,0,1,0,1,1,1,1,Charcoal,Birch Light Metallic,27590
Audi,Q3 45 S line Premium,2023,1692,2.0L I4 16V GDI DOHC Turbo,2,7-Speed Automatic,1,Gasoline,Four-wheel Drive,,,0,1,1,1,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,Black,Mythos Black Metallic,46499
Lexus,RX 450h Base,2020,39805,3.5L V6 24V PDI DOHC Hybrid,3.5,Automatic CVT,1,Hybrid,Four-wheel Drive,18,27,0,1,0,0,1,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,0,Parchment,White,49747
Jeep,Grand Cherokee Altitude,2015,101938,3.6L V6 24V MPFI DOHC Flexible Fuel,3.6,8-Speed Automatic,1,E85 Flex Fuel,Four-wheel Drive,17,25,0,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,Black,Brilliant Black Crystal Pearlcoat,19422
Jaguar,XE 25t R-Sport,2018,35312,2.0L I4 16V GDI DOHC Turbo,2,8-Speed Automatic,1,Gasoline,Rear-wheel Drive,22,27,0,1,0,1,1,0,1,0,1,0,1,1,0,1,1,1,0,0,1,0,1,Ebony / Pimento Red / Ebony,Fuji White,26895
Jaguar,F-PACE S,2021,14881,I4,,Automatic,1,Gasoline,Four-wheel Drive,18,23,0,1,1,0,1,0,1,1,0,0,1,1,0,1,1,0,0,1,1,0,1,Ebony,Eiger Grey,52988
Volvo,XC40 B5 Plus Bright Theme,2023,4791,2.0L I4 16V GDI DOHC Turbo,2,Automatic,1,Gasoline,Four-wheel Drive,19,28,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0,1,0,1,,Silver,39867
Cadillac,CTS-V Base,2019,29638,6.2L V8 16V GDI OHV Supercharged,6.2,8-Speed Automatic,1,Gasoline,Rear-wheel Drive,19,26,0,0,1,0,1,0,1,1,0,0,1,0,0,1,1,1,0,0,1,0,1,,,76995
Jaguar,F-PACE S,2018,70822,3.0L V6 24V GDI DOHC Supercharged,3,8-Speed Automatic,1,Gasoline,Four-wheel Drive,21,30,1,0,1,0,1,0,1,1,1,0,1,1,0,1,1,1,0,0,1,0,1,Ebony,Santorini Black,30000
Mazda,CX-30 Turbo,2021,17309,2.5L I4 16V GDI DOHC Turbo,2.5,6-Speed Automatic,1,Gasoline,Four-wheel Drive,22,30,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,1,0,1,Black,Sonic Silver Metallic,28806
Honda,Accord Hybrid Base,2021,14369,2.0L I4 16V MPFI DOHC Hybrid,2,Automatic CVT,1,Hybrid,Front-wheel Drive,48,48,1,1,0,0,1,1,0,0,1,1,1,0,1,1,0,0,0,1,1,1,0,,Silver,26987
Lexus,UX 250h F Sport,2021,24696,2.0L I4 16V PDI DOHC Hybrid,2,Automatic CVT,1,Hybrid,Four-wheel Drive,28,31,0,1,1,0,1,1,0,0,1,1,1,0,0,1,1,0,0,1,1,1,0,Red,Obsidian Black,37571
Mitsubishi,Outlander Sport ES,2017,56200,2.0L I4 16V MPFI DOHC,2,Automatic,1,Gasoline,Front-wheel Drive,24,30,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,Black,Blue,18998
FIAT,124 Spider Classica,2017,59858,1.4L I4 16V MPFI SOHC Turbo,1.4,6-Speed Manual,0,Gasoline,Rear-wheel Drive,26,35,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,Nero,Nero Cinema Jet Black,20474
Audi,A5 2.0T Prestige,2021,15029,2.0L I4 16V GDI DOHC Turbo,2,7-Speed Automatic with Auto-Shift,1,Gasoline,Four-wheel Drive,24,31,0,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,1,1,0,0,Black,Mythos Black Metallic,41995
Lexus,GX 460 Base,2021,5119,4.6L V8 32V MPFI DOHC,4.6,6-Speed Automatic,1,Gasoline,Four-wheel Drive,18,24,0,1,1,0,1,1,1,0,1,0,0,1,0,1,1,1,1,0,1,0,1,Black,Black Onyx,56175
FIAT,500 Pop,2014,110971,1.4L I4,1.4,Automatic 6-Speed,1,Gasoline,Front-wheel Drive,34,34,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,Black,Charcoal,7495
Toyota,Highlander Platinum,2021,26553,3.5L V6 24V PDI DOHC,3.5,8-Speed Automatic,1,Gasoline,Four-wheel Drive,20,27,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,Black,Midnight Black Metallic,46479
Volvo,S60 Recharge Plug-In Hybrid T8 Inscription,2022,12463,2.0L I4 16V GDI DOHC Hybrid,2,8-Speed Automatic,1,Hybrid,Four-wheel Drive,,,0,1,0,0,1,1,1,0,1,0,1,1,0,1,1,1,0,1,1,0,1,Charcoal,Crystal White,47322
Honda,Pilot Touring,2023,1820,Premium Unleaded V-6 3.5 L/212,3.5,Automatic,1,Gasoline,Four-wheel Drive,19,25,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,Black,Radiant Red Metallic II,50988
Maserati,Levante S,2017,78350,3.0L V6 24V GDI DOHC Twin Turbo,3,8-Speed Automatic,1,Gasoline,Four-wheel Drive,16,25,0,0,0,1,1,0,1,1,0,0,1,0,0,1,1,1,0,0,1,0,0,Black,Gray,36995
Volvo,XC90 T6 Momentum 6 Passenger,2020,25501,2.0L I4 16V GDI DOHC,2,8-Speed Automatic,1,Gasoline,Four-wheel Drive,20,30,1,1,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,Charcoal,Thunder Gray Metallic,42065
Mitsubishi,Outlander GT,2018,57605,3.0L V6 24V MPFI SOHC,3,6-Speed Automatic,1,Gasoline,Four-wheel Drive,24,30,0,0,1,0,1,0,0,1,1,0,0,1,0,1,1,1,1,1,1,0,1,Black,Black,20980
Jaguar,XF 35t Prestige,2016,105229,"3L V-6 gasoline direct injection, DOHC, variable valve control,",3,Automatic,1,Gasoline,Four-wheel Drive,18,27,1,0,0,0,1,0,1,0,1,1,0,1,1,1,0,1,0,0,1,1,1,,Black,21995
Land,Rover Discovery SE,2019,36915,3.0L V6 Turbo Diesel,3,Automatic,1,Diesel,Four-wheel Drive,17,22,0,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,1,0,0,Acorn / Ebony / Light Oyster,Fuji White,40505
Audi,Q3 40 Premium,2021,57701,2.0L I4 16V GDI DOHC Turbo,2,8-Speed Automatic,1,Gasoline,Four-wheel Drive,22,30,0,0,0,1,1,0,0,1,1,0,0,1,1,1,1,0,0,1,1,1,1,Black,Nano Gray Metallic,26445
Ford,Fusion Energi Titanium,2019,93516,2.0L I4 16V MPFI DOHC Hybrid,2,Automatic CVT,1,Hybrid,Front-wheel Drive,,,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,1,0,0,1,0,1,Ebony,Magnetic Metallic,17487
Mazda,CX-9 Carbon Edition,2023,4314,2.5L,2.5,6-Speed Automatic,1,Gasoline,Four-wheel Drive,27,37,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red,Polymetal Gray Metallic,40341
Toyota,4Runner TRD Off Road Premium,2019,57608,"4L V-6 DOHC, VVT-i variable valve control, engine with 270HP",4,Automatic,1,Gasoline,Four-wheel Drive,17,20,0,1,1,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,1,Black Graphite,Super White,41995
Mazda,CX-50 2.5 Turbo Premium Plus Package,2023,9936,2.5L I4 16V,2.5,6-Speed Automatic,1,Gasoline,Four-wheel Drive,,,0,1,1,0,1,0,1,1,0,0,0,1,0,1,1,1,0,1,0,0,1,Terracotta,Polymetal Gray Metallic,39609
Land,Rover Range Rover 3.0L V6 Supercharged,2019,42733,V6,,Automatic,1,Gasoline,Four-wheel Drive,19,24,0,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1,0,0,1,0,1,Ebony,Santorini Black,58880
Kia,Optima SX,2013,74903,2.0L I4 16V GDI DOHC Turbo,2,6-Speed Automatic,1,Gasoline,Front-wheel Drive,,,0,0,1,1,1,0,1,0,1,1,0,1,0,1,1,1,0,0,1,0,1,Beige,Ebony Black,16995
Alfa,Romeo Stelvio Ti,2020,33146,2.0L I4 16V GDI SOHC Turbo,2,8-Speed Automatic,1,Gasoline,Four-wheel Drive,22,28,0,0,0,1,1,0,1,1,1,0,1,0,0,1,1,1,0,0,1,0,0,Chocolate,Alfa White,32299
Mazda,CX-9 Carbon Edition,2023,5788,2.5L,2.5,6-Speed Automatic,1,Gasoline,Four-wheel Drive,22,27,0,0,0,0,1,1,0,1,1,0,0,1,0,1,1,1,1,1,0,0,1,Red,Polymetal Gray Metallic,42887
Ford,F-250 King Ranch,2019,121308,6.7L V8 32V DDI OHV Turbo Diesel,6.7,6-Speed Automatic,1,Diesel,Four-wheel Drive,,,0,1,0,1,1,0,1,0,1,1,1,0,0,1,1,1,0,0,1,1,1,Brown,White Platinum Tri-Coat Metallic,56999
Maserati,Ghibli S Q4,2018,41996,3.0L V6 24V GDI DOHC Twin Turbo,3,8-Speed Automatic,1,Gasoline,Four-wheel Drive,15,21,0,0,1,1,1,0,1,0,1,0,1,1,0,1,1,1,0,1,1,0,1,Rosso,Bianco,35495
Audi,A4 allroad 2.0T Premium,2017,43936,2.0L I4 16V GDI DOHC Turbo,2,7-Speed Automatic with Auto-Shift,1,Gasoline,Four-wheel Drive,23,28,1,1,1,1,1,0,0,1,1,0,0,1,0,1,1,1,0,0,1,0,1,Black,Manhattan Gray Metallic,27992
Cadillac,XT5 Premium Luxury,2022,10998,3.6L V6 24V GDI DOHC,3.6,9-Speed Automatic,1,Gasoline,Four-wheel Drive,18,26,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,,Satin Steel Metallic,49999
Volvo,XC90 T6 Inscription 7 Passenger,2020,29409,2.0L I4 16V GDI DOHC,2,8-Speed Automatic,1,Gasoline,Four-wheel Drive,14,20,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,Amber,Denim Blue Metallic,43750
Porsche,Taycan Turbo S,2020,15603,Electric,,2-Speed Automatic,1,Electric,Four-wheel Drive,18,23,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,Black,Carrara White Metallic,129999
Toyota,4Runner Limited,2021,20438,4.0L V6 24V MPFI DOHC,4,5-Speed Automatic,1,Gasoline,Four-wheel Drive,16,19,0,1,1,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,1,0,1,Black / Graphite,Midnight Black Metallic,48997
Porsche,Panamera E-Hybrid 4,2018,94761,2.9L V6 24V GDI DOHC Twin Turbo Hybrid,2.9,8-Speed Automatic with Auto-Shift,1,Hybrid,Four-wheel Drive,19,23,0,1,0,1,1,0,1,1,1,0,0,1,0,1,1,1,0,1,1,0,1,Black,Gray,51944
Mercedes-Benz,SL-Class SL 400,2015,57300,3.0L V6 24V GDI DOHC Twin Turbo,3,7-Speed Automatic,1,Gasoline,Rear-wheel Drive,20,28,0,0,1,1,1,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,Bengal Red / Black,Iridium Silver Metallic,38980
Nissan,Xterra S,2014,63895,4.0L V6 24V MPFI DOHC,4,5-Speed Automatic,1,Gasoline,Four-wheel Drive,24,26,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Gray,Brilliant Silver,21995
Jeep,Grand Cherokee Altitude,2020,33025,3.6L V6 24V MPFI DOHC,3.6,8-Speed Automatic,1,Gasoline,Four-wheel Drive,,,0,1,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,1,1,1,0,Black,White,34998
Jaguar,F-PACE 30t Premium,2018,83782,2.0L I4 16V GDI DOHC Turbo,2,8-Speed Automatic,1,Gasoline,Four-wheel Drive,16,21,0,0,0,1,1,0,0,1,1,0,1,1,0,1,1,1,0,0,1,0,1,Ebony,Fuji White,23983
BMW,535 i,2015,93330,3.0L I6 24V GDI DOHC Turbo,3,8-Speed Automatic,1,Gasoline,Rear-wheel Drive,20,31,1,0,1,1,1,0,1,0,0,1,0,1,0,1,1,1,0,0,1,0,0,Black,Black,17881
Volkswagen,Tiguan 2.0T S,2021,30315,2.0L I4 16V GDI DOHC Turbo,2,8-Speed Automatic,1,Gasoline,Four-wheel Drive,22,29,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,Titan Black,Atlantic Blue,22983
Alfa,Romeo Stelvio Base,2019,18249,2.0L I4 16V GDI SOHC Turbo,2,8-Speed Automatic,1,Gasoline,Rear-wheel Drive,23,31,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,0,1,1,1,0,Black,Vulcano Black Metallic,26995
Mitsubishi,Outlander ES,2011,84626,2.4L I4 16V MPFI DOHC,2.4,Automatic CVT,1,Gasoline,Front-wheel Drive,16,22,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Black,Labrador Black Pearl,9499
Jeep,Grand Cherokee Overland,2022,7419,3.6L V6 24V MPFI DOHC,3.6,Automatic,1,Gasoline,Four-wheel Drive,16,23,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,Global Black,Metallic,53878
Land,Rover Range Rover Sport 3.0L Supercharged HSE,2019,47363,V6,,Automatic,1,Gasoline,Four-wheel Drive,,,0,0,1,0,1,0,1,1,0,0,1,1,0,1,1,1,0,0,1,0,1,Ebony/Ebony/Ebony/Ebony,Fuji White,50990
Mitsubishi,Outlander SEL,2020,62192,2.4L I4 16V MPFI SOHC,2.4,Automatic CVT,1,Gasoline,Four-wheel Drive,23,29,1,1,0,0,1,0,0,1,1,1,0,0,0,1,1,0,1,1,1,1,0,Black,Gray,17999
Ford,Focus ST Base,2018,60000,2.0L I4 16V GDI DOHC Turbo,2,6-Speed Manual,0,Gasoline,Front-wheel Drive,22,30,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,Charcoal Black,Shadow Black,22500
Jaguar,XF 20d R-Sport,2017,32496,2.0L I4 16V DDI DOHC Turbo Diesel,2,8-Speed Automatic,1,Diesel,Four-wheel Drive,22,27,0,0,0,1,1,1,1,0,1,0,1,1,0,1,1,1,0,0,1,0,1,Jet,Ingot,30998
Kia,Seltos Nightfall,2023,344,1.6L I4 16V GDI DOHC Turbo,1.6,7-Speed Automatic,1,Gasoline,Four-wheel Drive,19,24,0,0,1,1,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,Black,Gravity Gray,30000
Honda,Pilot EX-L,2019,16810,3.5L V6 24V GDI SOHC,3.5,6-Speed Automatic,1,Gasoline,Four-wheel Drive,18,26,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,Black,Black,32899
Audi,Q8 55 Premium,2020,9137,3.0L V6 24V GDI DOHC Turbo,3,8-Speed Automatic,1,Gasoline,Four-wheel Drive,17,21,0,1,0,1,1,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,Black,Daytona Gray Pearl Effect,64998
Mitsubishi,Mirage G4 SE,2020,15767,1.2L I3 12V MPFI DOHC,1.2,Automatic CVT,1,Gasoline,Front-wheel Drive,16,22,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,1,Black,Purple,15480
Ford,F-150 Lariat,2001,62949,TRITON 5.4L V8,5.4,Automatic,1,Gasoline,Four-wheel Drive,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Medium Parchment,Deep Wedgewood Blue Metallic,6500
Mercedes-Benz,GLE 350 Base 4MATIC,2020,40074,2.0L I4 16V GDI DOHC Turbo,2,9-Speed Automatic,1,Gasoline,Four-wheel Drive,19,26,0,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,0,0,Espresso Brown,Black,42288
Jeep,Grand Cherokee Altitude,2015,79089,"3.6L V-6 DOHC, variable valve control, engine with 290HP",3.6,"Automatic, 8-Spd",1,Gasoline,Four-wheel Drive,17,21,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,Black,GRAY,21995
Mazda,CX-5 2.5 S Premium Plus Package,2022,1849,2.5L I4 16V GDI DOHC,2.5,6-Speed Automatic,1,Gasoline,Four-wheel Drive,24,30,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,0,1,Parchment,Jet Black Mica,32994
Volvo,XC90 T6 Momentum 7 Passenger,2021,17844,2.0L I4 16V GDI DOHC,2,8-Speed Automatic,1,Gasoline,Four-wheel Drive,16,25,0,0,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0,1,Gray,Silver Gray,45990
Kia,Optima LX,2019,61475,2.4L I4 16V GDI DOHC,2.4,6-Speed Automatic,1,Gasoline,Front-wheel Drive,,,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,Black,Snow White Pearl,18877
Lexus,GS 350 F SPORT Black Line,2020,23571,3.5L V6 24V PDI DOHC,3.5,8-Speed Automatic,1,Gasoline,Rear-wheel Drive,,,1,1,1,0,1,1,1,0,0,1,1,1,0,1,1,1,0,0,1,0,1,Black,Ultra White,42423
